Street;City;propertycard__detailvalue;quartos;banheiros;vagas;price
Rua Gama Lobo ; Vila Dom Pedro I, São Paulo ;80;2;2;2;R$ 950.000
Vila Anglo Brasileira, São Paulo ; SP;230;3;1;2;R$ 1.690.000
Rua Visconde de Aguiar Toledo ; Vila Congonhas, São Paulo ;295;5;6;5;R$ 2.500.000
Rua Silvino de Oliveira Pinto ; Jardim Santa Helena, São Paulo ;600;4;6;6;R$ 2.500.000
Jardim Vitória Régia, São Paulo ; SP;500;4;7;3;R$ 4.000.000
Rua Xavier Curado ; Ipiranga, São Paulo ;135;3;3;3;R$ 1.100.000
Rua Maranduba ; Aclimação, São Paulo ;180;3;2;6;R$ 1.850.000
Jardim América, São Paulo ; SP;900;4;8;6;R$ 14.000.000
Jardim América, São Paulo ; SP;500;4;5;6;R$ 8.000.000
Jardim Leonor, São Paulo ; SP;268;4;4;5;R$ 1.690.000
Rua Mesquita ; Vila Deodoro, São Paulo ;250;3;5;4;R$ 1.440.000
Rua Mantiqueira ; Vila Mariana, São Paulo ;180;4;3;2;R$ 1.500.000
Pacaembu, São Paulo ; SP;250;3;2;2;"R$ 6.900
                      /Mês"
Jardim Viana, São Paulo ; SP;300;3;5;3;R$ 2.450.000
Rua Caropá ; Vila Madalena, São Paulo ;320;3;5;3;R$ 1.980.000
Rua Maestro Chiaffarelli ; Jardim Paulista, São Paulo ;347;3;5;5;"R$ 20.000
                      /Mês"
Jardim Guedala, São Paulo ; SP;675;4;6;6;R$ 6.900.000
Morumbi, São Paulo ; SP;430;4;3;4;R$ 2.500.000
Jardim América, São Paulo ; SP;700;5;8;6;R$ 14.500.000
Jardim Luzitânia, São Paulo ; SP;350;4;4;4;R$ 6.000.000
Rua Mantiqueira ; Vila Mariana, São Paulo ;180;4;3;2;R$ 1.500.000
Pacaembu, São Paulo ; SP;250;3;2;2;"R$ 6.900
                      /Mês"
Jardim Viana, São Paulo ; SP;300;3;5;3;R$ 2.450.000
Rua Caropá ; Vila Madalena, São Paulo ;320;3;5;3;R$ 1.980.000
Rua Maestro Chiaffarelli ; Jardim Paulista, São Paulo ;347;3;5;5;"R$ 20.000
                      /Mês"
Jardim Guedala, São Paulo ; SP;675;4;6;6;R$ 6.900.000
Morumbi, São Paulo ; SP;430;4;3;4;R$ 2.500.000
Jardim América, São Paulo ; SP;700;5;8;6;R$ 14.500.000
Jardim Luzitânia, São Paulo ; SP;350;4;4;4;R$ 6.000.000
Vila Sônia, São Paulo ; SP;259;3;4;2;R$ 1.500.000
Cidade Jardim, São Paulo ; SP;567;4;6;6;R$ 3.300.000
Vila Bertioga, São Paulo ; SP;80;3;2;2;R$ 445.200
Rua Itápolis ; Pacaembu, São Paulo ;550;4;2;5;R$ 2.600.000
Rua Augusto Perroni ; Conjunto Residencial Butantã, São Paulo ;170;2;5;3;R$ 750.000
Rua Gama Cerqueira ; Cambuci, São Paulo ;169;3;3;3;R$ 1.250.000
Jardim América, São Paulo ; SP;400;3;3;5;R$ 5.300.000
Rua Arnaldo Vallardi Portilho ; Penha de França, São Paulo ;320;2;2;6;R$ 980.000
Rua Coronel Artur Godoi ; Vila Mariana, São Paulo ;240;3;3;3;R$ 4.500.000
Rua Pio XI ; Alto de Pinheiros, São Paulo ;100;3;2;1;R$ 1.180.000
Jardim Europa, São Paulo ; SP;330;4;4;4;R$ 6.500.000
Rua Heitor Peixoto ; Cambuci, São Paulo ;100;3;4;2;R$ 850.000
Vila Antônio, São Paulo ; SP;90;2;2;2;R$ 460.000
Rua Joaquim Nabuco ; Brooklin Paulista, São Paulo ;520;4;4;3;R$ 2.800.000
Alto de Pinheiros, São Paulo ; SP;397;4;5;4;R$ 3.600.000
Rua Tenente Antônio João ; Brás, São Paulo ;250;3;2;3;R$ 742.000
Consolação, São Paulo ; SP;250;3;5;3;R$ 3.200.000
Rua Caritianas ; Vila Monumento, São Paulo ;183;3;4;3;R$ 1.190.000
Sumaré, São Paulo ; SP;280;4;4;2;R$ 3.200.000
Rua Honduras ; Jardim Paulista, São Paulo ;802;5;6;8;R$ 12.000.000
Avenida Miruna ; Indianópolis, São Paulo ;96;3;2;2;R$ 700.000
Jardim Paulista, São Paulo ; SP;612;4;3;3;R$ 20.640.000
Rua Michigan ; Cidade Monções, São Paulo ;112;3;4;2;R$ 1.200.000
Rua Safira ; Aclimação, São Paulo ;220;3;4;2;R$ 1.600.000
Rua Descalvado ; Sumaré, São Paulo ;400;4;1;4;R$ 2.400.000
Rua Pianú, 345 ; Vila Ida, São Paulo ;527;5;3;8;R$ 2.970.000
Rua Rino Levi ; Jardim da Glória, São Paulo ;363;4;6;3;"R$ 12.000
                      /Mês"
Jardim Europa, São Paulo ; SP;240;2;3;3;R$ 6.000.000
Rua São José ; Santo Amaro, São Paulo ;240;2;2;6;R$ 2.980.000
Jardim Marajoara, São Paulo ; SP;470;4;4;4;R$ 2.500.000
Santo Amaro, São Paulo ; SP;135;3;3;2;R$ 1.100.000
Chácara Meyer, São Paulo ; SP;263;3;4;6;R$ 1.500.000
Vila Paulicéia, São Paulo ; SP;219;4;3;2;R$ 1.350.000
Rua Lotário Lutz ; Chácara Monte Alegre, São Paulo ;412;3;3;8;R$ 1.990.000
Rua Morais e Silva ; Água Branca, São Paulo ;169;3;5;2;R$ 1.099.000
Cidade Jardim, São Paulo ; SP;421;3;4;5;R$ 4.500.000
Rua Lomas Valentinas ; Alto da Lapa, São Paulo ;99;2;2;2;R$ 800.000
Rua Antônio de Gouveia Giudice ; Alto de Pinheiros, São Paulo ;361;4;4;4;R$ 3.500.000
Rua Scuvero ; Cambuci, São Paulo ;100;3;2;3;R$ 750.000
Avenida Antônio Batuira ; Alto de Pinheiros, São Paulo ;461;4;5;7;R$ 2.650.000
Avenida Ireré ; Planalto Paulista, São Paulo ;360;5;6;6;R$ 3.000.000
Lar São Paulo, São Paulo ; SP;200;4;3;4;R$ 1.200.000
Jardim Leonor, São Paulo ; SP;450;4;4;4;"R$ 10.000
                      /Mês"
Vila Morse, São Paulo ; SP;270;3;4;2;R$ 770.000
Travessa Fonte Perene ; Vila do Encontro, São Paulo ;160;3;2;2;R$ 600.000
Rua Padre Marchetti, 33 ; Ipiranga, São Paulo ;145;2;3;2;R$ 550.000
Jardim América, São Paulo ; SP;650;5;6;8;R$ 20.000.000
Cidade Jardim, São Paulo ; SP;820;4;6;8;"R$ 45.000
                      /Mês"
Rua Engenheiro Pedro Garcin ; Vila Antônio, São Paulo ;160;3;3;3;R$ 650.000
Rua Joaquim Cândido de Azevedo Marques ; Vila Morumbi, São Paulo ;1100;5;7;8;R$ 30.000.000
Rua Emboabas ; Brooklin Paulista, São Paulo ;335;4;5;4;R$ 2.350.000
Rio Pequeno, São Paulo ; SP;228;4;4;6;R$ 800.000
Rua Pitinga ; Vila Lúcia, São Paulo ;330;3;1;5;R$ 1.810.000
Rua Professor Gabriel Ortiz, 37738888 ; Jardim Guedala, São Paulo ;542;4;8;6;R$ 2.250.000
Pinheiros, São Paulo ; SP;100;3;3;1;R$ 1.350.000
Rua dos Macaxás ; Vila Nair, São Paulo ;137;3;4;6;R$ 790.000
Rua Cláudio Rossi ; Jardim da Glória, São Paulo ;490;6;6;7;R$ 2.800.000
Rua Dona Inácia Uchôa ; Vila Mariana, São Paulo ;154;3;3;2;R$ 900.000
Jardim Europa, São Paulo ; SP;280;3;3;4;R$ 4.700.000
Jardim Guedala, São Paulo ; SP;817;4;4;7;R$ 4.900.000
Rua Aurelia Perez Alvarez ; Jardim dos Estados, São Paulo ;742;5;7;6;"R$ 25.000
                      /Mês"
Jardim Paulistano, São Paulo ; SP;350;3;5;5;R$ 5.450.000
Rua Gama Lobo ; Vila Dom Pedro I, São Paulo ;198;5;2;1;R$ 640.000
Vila São Silvestre, São Paulo ; SP;98;2;1;2;R$ 550.000
Chácara Santo Antônio (Zona Sul), São Paulo ; SP;105;3;2;2;R$ 1.000.000
Rua Palestra Itália ; Perdizes, São Paulo ;200;3;3;1;R$ 1.000.000
Jardim Leonor, São Paulo ; SP;550;4;6;3;R$ 4.800.000
Rua General Eloy Alfaro ; Vila Mariana, São Paulo ;120;2;2;2;R$ 850.000
Rua Heitor Peixoto ; Cambuci, São Paulo ;280;4;4;2;R$ 2.500.000
Mirandópolis, São Paulo ; SP;330;4;4;5;R$ 1.900.000
Rua Antônio de Macedo Soares ; Campo Belo, São Paulo ;130;3;1;2;"R$ 5.000
                      /Mês"
Rua Juvenal Galeno ; Jardim da Saúde, São Paulo ;220;3;3;3;R$ 1.068.000
Rua Oliveira Pimentel ; Jardim Paulista, São Paulo ;372;3;6;4;"R$ 25.000
                      /Mês"
Jardim Paulistano, São Paulo ; SP;740;5;8;5;R$ 9.800.000
Rua Heitor Peixoto ; Cambuci, São Paulo ;200;3;1;2;R$ 1.200.000
Rua Juatuba ; Sumarezinho, São Paulo ;413;3;5;2;R$ 2.950.000
Cidade Monções, São Paulo ; SP;450;4;6;4;"R$ 10.000
                      /Mês"
Rua Casa do Ator ; Vila Olímpia, São Paulo ;210;3;1;2;R$ 2.500.000
Rua Alberto Faria, 1300 ; Alto de Pinheiros, São Paulo ;523;5;1;6;R$ 6.890.000
Vila Morumbi, São Paulo ; SP;296;3;4;5;"R$ 8.000
                      /Mês"
Rua Senador Carlos Teixeira de Carvalho ; Cambuci, São Paulo ;220;3;3;1;R$ 1.600.000
Alto de Pinheiros, São Paulo ; SP;245;4;4;6;R$ 3.100.000
Alameda Uapixana ; Indianópolis, São Paulo ;350;4;4;3;R$ 2.500.000
Rua Laerte Assunção ; Jardim Paulistano, São Paulo ;276;3;6;5;"R$ 25.000
                      /Mês"
Avenida Ireré ; Planalto Paulista, São Paulo ;356;3;4;4;R$ 2.200.000
Jardim Santa Helena, São Paulo ; SP;350;3;6;4;"R$ 7.000
                      /Mês"
Jardim Europa, São Paulo ; SP;240;2;3;3;R$ 6.000.000
Rua São José ; Santo Amaro, São Paulo ;240;2;2;6;R$ 2.980.000
Jardim Marajoara, São Paulo ; SP;470;4;4;4;R$ 2.500.000
Santo Amaro, São Paulo ; SP;135;3;3;2;R$ 1.100.000
Chácara Meyer, São Paulo ; SP;263;3;4;6;R$ 1.500.000
Vila Paulicéia, São Paulo ; SP;219;4;3;2;R$ 1.350.000
Rua Lotário Lutz ; Chácara Monte Alegre, São Paulo ;412;3;3;8;R$ 1.990.000
Rua Morais e Silva ; Água Branca, São Paulo ;169;3;5;2;R$ 1.099.000
Cidade Jardim, São Paulo ; SP;421;3;4;5;R$ 4.500.000
Rua Lomas Valentinas ; Alto da Lapa, São Paulo ;99;2;2;2;R$ 800.000
Rua Antônio de Gouveia Giudice ; Alto de Pinheiros, São Paulo ;361;4;4;4;R$ 3.500.000
Rua Scuvero ; Cambuci, São Paulo ;100;3;2;3;R$ 750.000
Avenida Antônio Batuira ; Alto de Pinheiros, São Paulo ;461;4;5;7;R$ 2.650.000
Rua Guihei Vatanabe, 83 ; Vila Progredior, São Paulo ;70;3;2;2;R$ 650.000
Rua Professor Murtinho ; Vila Mariana, São Paulo ;225;4;4;2;R$ 2.450.000
Rua dos Caciques ; Vila da Saúde, São Paulo ;220;3;5;4;R$ 1.050.000
Rua Guajurus ; Jardim São Paulo(Zona Norte), São Paulo ;239;3;3;2;R$ 1.790.000
Rua Capote Valente ; Pinheiros, São Paulo ;136;3;3;3;R$ 2.200.000
Rua Carpina ; Jardim Everest, São Paulo ;935;6;6;12;R$ 2.500.000
Rua Groenlândia ; Jardim América, São Paulo ;500;2;4;16;"R$ 35.000
                      /Mês"
Rua Meruoca ; Jardim da Glória, São Paulo ;156;3;2;2;R$ 800.000
Rua Coronel Irlandino Sandoval ; Jardim Paulistano, São Paulo ;700;4;3;2;"R$ 30.000
                      /Mês"
Rua das Zínias ; Cidade Jardim, São Paulo ;448;4;5;6;"R$ 26.000
                      /Mês"
Rua Comandante Ismael Guilherme, , 537 ; Jardim Luzitânia, São Paulo ;600;3;5;4;R$ 12.000.000
Santo Amaro, São Paulo ; SP;155;3;2;4;R$ 1.200.000
Praça Visconde de Porto Seguro ; Jardim Leonor, São Paulo ;631;5;8;4;R$ 3.700.000
Jardim Leonor, São Paulo ; SP;370;3;5;5;R$ 2.500.000
Rua Luiz Menezes ; Parque Ramos Freitas, São Paulo ;130;3;3;2;R$ 410.000
Rua Panônia ; Jardim Colombo, São Paulo ;137;3;3;2;R$ 750.000
Rua Guanabara ; Vila Brasílio Machado, São Paulo ;120;2;1;2;R$ 650.000
Rua Manduri ; Jardim Paulistano, São Paulo ;450;6;4;6;R$ 4.500.000
Rua Colônia da Glória ; Vila Mariana, São Paulo ;185;3;3;2;R$ 750.000
Rua Brás Lourenço ; Vila Mariana, São Paulo ;208;5;1;4;R$ 790.000
Rua Javaés ; Bom Retiro, São Paulo ;334;3;2;2;R$ 1.500.000
Rua Giovanni Carnovali ; Vila Caraguatá, São Paulo ;123;4;2;2;R$ 500.000
Rua Iraúna ; Indianópolis, São Paulo ;270;4;5;2;R$ 2.900.000
Jardim Guedala, São Paulo ; SP;580;4;1;4;R$ 3.500.000
Jardim Europa, São Paulo ; SP;700;3;6;4;R$ 12.500.000
Jardim Leonor, São Paulo ; SP;373;3;4;4;R$ 2.350.000
Rua Coronel Irlandino Sandoval ; Jardim Paulistano, São Paulo ;390;4;5;5;R$ 4.500.000
Rua Armando Pinto ; Sumarezinho, São Paulo ;180;3;2;6;R$ 1.470.000
Avenida Professor Fonseca Rodrigues ; Alto de Pinheiros, São Paulo ;593;4;7;4;R$ 8.067.520
Rua Alto do Bonfim ; Conjunto Residencial Jardim Canaã, São Paulo ;128;3;3;3;R$ 685.000
Jardim Taboão, São Paulo ; SP;260;3;4;4;R$ 650.000
Rua Albertina de Oliveira Godinho ; Jardim Guedala, São Paulo ;900;4;7;10;R$ 4.000.000
Travessa Roberto Douglas Machado ; Jardim Paulistano, São Paulo ;170;2;2;2;R$ 3.300.000
Vila Jacuí, São Paulo ; SP;240;2;2;2;R$ 730.000
Rua Catipara ; Brooklin Paulista, São Paulo ;250;3;5;4;R$ 1.390.000
Rua Banabuiú ; Vila Comercial, São Paulo ;200;3;3;6;R$ 950.000
Rua Dom Antônio de Alvarenga, , 198 ; Vila Gumercindo, São Paulo ;100;2;2;1;R$ 750.000
Rua Azevedo e Britto, 95 ; Vila Formosa, São Paulo ;129;2;2;2;R$ 750.000
Alameda dos Araés ; Planalto Paulista, São Paulo ;247;4;6;4;R$ 1.730.000
Rua Mongubá, 569 ; Vila Carrão, São Paulo ;94;3;2;2;R$ 466.000
Rua dos Caetés ; Perdizes, São Paulo ;200;4;3;2;R$ 1.700.000
Rua Capitão Macedo ; Vila Clementino, São Paulo ;258;4;4;5;R$ 2.200.000
Avenida Ricardo Medina Filho ; Vila Ipojuca, São Paulo ;352;4;7;7;R$ 1.595.000
Rua Honduras ; Jardim Paulista, São Paulo ;900;4;5;10;"R$ 25.000
                      /Mês"
Rua Grécia ; Jardim Europa, São Paulo ;280;4;6;4;R$ 4.770.000
Rua Arantes Nogueira ; Jabaquara, São Paulo ;200;2;2;3;R$ 741.000
Rua Simpatia ; Jardim das Bandeiras, São Paulo ;350;4;2;3;R$ 3.149.000
Rua Henrique Martins ; Jardim Paulista, São Paulo ;472;3;5;4;R$ 16.500.000
Rua João Vidal de Siqueira ; Jardim Teresa, São Paulo ;140;3;2;2;R$ 510.000
Parque Mandaqui, São Paulo ; SP;181;3;3;2;R$ 770.000
Morumbi, São Paulo ; SP;400;3;3;5;R$ 2.332.000
Capão Redondo, São Paulo ; SP;125;3;2;3;R$ 690.000
Vila Alexandria, São Paulo ; SP;111;3;3;2;R$ 600.000
Rua Alice Macuco Alves ; Alto de Pinheiros, São Paulo ;300;3;6;15;R$ 3.500.000
Rua Cristiano Viana ; Cerqueira César, São Paulo ;120;3;1;1;R$ 1.300.000
Rua Ingarana ; Jardim Panorama (Zona Leste), São Paulo ;375;3;2;5;R$ 725.000
Super Quadra Morumbi, São Paulo ; SP;255;4;3;3;R$ 989.000
Avenida Miruna ; Indianópolis, São Paulo ;185;2;4;3;R$ 1.890.000
Rua Gregório Paes de Almeida ; Vila Madalena, São Paulo ;292;3;2;2;R$ 2.500.000
Rua Cristóvão Alves ; Vila Santana, São Paulo ;180;3;2;3;R$ 849.000
Rua Félix Della Rosa ; Vila Anglo Brasileira, São Paulo ;190;3;2;2;R$ 1.500.000
Santo Amaro, São Paulo ; SP;750;4;5;4;R$ 7.300.000
Rua Savigni ; Vila Bela, São Paulo ;106;3;2;2;R$ 550.000
Rua Alberto Willo ; Vila da Saúde, São Paulo ;300;4;4;3;R$ 2.250.000
Jardim Paulista, São Paulo ; SP;1100;6;7;6;R$ 14.000.000
Rua Araporé ; Jardim Guedala, São Paulo ;398;3;6;4;R$ 2.950.000
Rua Professor Rocca Dordal ; Vila Pompéia, São Paulo ;320;2;1;2;R$ 2.240.000
Rua Ribeiro do Vale, 1163 ; Brooklin, São Paulo ;220;3;3;3;R$ 1.800.000
Cidade Jardim, São Paulo ; SP;550;5;5;4;"R$ 20.000
                      /Mês"
Morumbi, São Paulo ; SP;455;3;3;4;R$ 2.400.000
Rua Marquês de Herval, 0 ; Vila da Saúde, São Paulo ;90;2;2;1;R$ 530.000
Rua Conde D'Eu ; Santo Amaro, São Paulo ;312;4;3;3;R$ 1.700.000
Cidade Jardim, São Paulo ; SP;380;3;5;4;R$ 4.000.000
Cidade Jardim, São Paulo ; SP;704;4;7;4;R$ 6.000.000
Pacaembu, São Paulo ; SP;330;4;4;3;R$ 3.500.000
Rua Alexandre Buairide ; Vila Mariana, São Paulo ;270;4;5;3;R$ 1.600.000
Rua Nova Aurora ; Vila Guilhermina, São Paulo ;439;5;7;5;R$ 1.500.000
Lar São Paulo, São Paulo ; SP;340;4;4;6;R$ 1.395.000
Jardim Guedala, São Paulo ; SP;659;5;2;6;R$ 2.800.000
Vila Ida, São Paulo ; SP;490;5;6;10;R$ 2.970.000
Brooklin Paulista, São Paulo ; SP;600;3;5;4;R$ 2.000.000
Vila Ré, São Paulo ; SP;60;2;3;1;R$ 298.000
Parque Jabaquara, São Paulo ; SP;300;4;6;4;R$ 1.950.000
Rua Dráusio ; Butantã, São Paulo ;277;4;5;3;R$ 1.650.000
Rua Ribeiro Lisboa ; Fazenda Morumbi, São Paulo ;404;3;4;6;R$ 3.800.000
Rua Valença ; Sumaré, São Paulo ;280;4;7;3;R$ 2.600.000
Rua Bamboré ; Ipiranga, São Paulo ;400;3;4;6;"R$ 7.000
                      /Mês"
Rua João de Laet ; Vila Aurora (Zona Norte), São Paulo ;1080;5;5;10;R$ 2.600.000
Rua Cinco de Julho ; Vila Nair, São Paulo ;88;3;3;3;R$ 750.000
Rua Topázio ; Vila Mariana, São Paulo ;160;3;6;6;R$ 1.550.000
Rua Frei Bonifácio Dux, 510 ; Jardim Colombo, São Paulo ;232;3;3;4;R$ 890.000
Rua Desembargador Joaquim Barbosa de Almeida ; Alto de Pinheiros, São Paulo ;391;4;5;5;"R$ 13.000
                      /Mês"
Rua Moura Brasil, , 123 ; Butantã, São Paulo ;300;3;3;4;R$ 1.600.000
Pacaembu, São Paulo ; SP;438;4;7;5;R$ 2.600.000
Avenida Doutor Orêncio Vidigal ; Vila Carlos de Campos, São Paulo ;198;3;3;2;R$ 560.000
Rua Canuto Borelli ; Vila Castelo, São Paulo ;2850;3;3;10;R$ 4.000.000
Rua Mendes Pais, 211 ; Vila Nova Conceição, São Paulo ;230;4;1;2;R$ 3.300.000
Jardim Paulista, São Paulo ; SP;360;3;5;3;R$ 3.990.000
Vila Ida, São Paulo ; SP;453;3;5;4;R$ 2.400.000
Rua Calil Abutara ; Campo Grande, São Paulo ;250;6;2;1;R$ 549.000
Jardim Londrina, São Paulo ; SP;250;4;4;2;R$ 1.300.000
Sumaré, São Paulo ; SP;500;4;2;3;R$ 4.950.000
Jardim Cordeiro, São Paulo ; SP;550;4;8;2;R$ 2.650.000
Rua Simão Dias da Fonseca ; Cambuci, São Paulo ;176;3;1;2;R$ 1.500.000
Rua Vigário João Álvares ; Vila Monumento, São Paulo ;92;3;3;2;R$ 585.000
Rua das Jabuticabeiras ; Cidade Jardim, São Paulo ;776;4;4;4;"R$ 17.000
                      /Mês"
Rua Dom Tomás Costa e Lima ; Vila Tramontano, São Paulo ;388;3;6;8;R$ 4.900.000
Vila Sônia, São Paulo ; SP;302;4;5;4;R$ 1.900.000
Rua Montezuma ; Jardim das Bandeiras, São Paulo ;300;4;5;4;R$ 4.800.000
Rua Sampaio Vidal ; Jardim Paulistano, São Paulo ;195;3;4;6;R$ 5.500.000
Rua San Salvador, 0 ; Jardim América, São Paulo ;664;6;5;5;R$ 12.990.000
Rua Alvarenga Peixoto ; Vila Anastácio, São Paulo ;200;4;4;5;R$ 1.010.000
Rua Anunze ; Boaçava, São Paulo ;410;3;5;4;R$ 4.300.000
Mooca, São Paulo ; SP;101;2;2;5;R$ 640.000
Rua das Mimosas ; Vila Lúcia, São Paulo ;290;3;1;5;R$ 990.000
Jardim da Glória, São Paulo ; SP;271;4;5;4;R$ 1.950.000
Brooklin Paulista, São Paulo ; SP;416;4;4;3;"R$ 7.000
                      /Mês"
Retiro Morumbi, São Paulo ; SP;950;5;11;18;R$ 14.600.000
Jardim América, São Paulo ; SP;430;3;4;4;R$ 8.900.000
Jardim Brasília (Zona Leste), São Paulo ; SP;300;3;2;2;R$ 320.000
Rua Morgado de Mateus ; Vila Mariana, São Paulo ;300;4;3;2;R$ 2.260.000
Rua Oliveira Melo ; Vila São José (Ipiranga), São Paulo ;190;3;1;1;R$ 895.000
Retiro Morumbi, São Paulo ; SP;800;4;6;9;"R$ 30.000
                      /Mês"
Jardim Guedala, São Paulo ; SP;700;4;6;6;R$ 7.300.000
Jardim Leonor, São Paulo ; SP;554;4;2;3;R$ 2.500.000
Jardim das Bandeiras, São Paulo ; SP;709;4;6;6;R$ 12.500.000
Alameda dos Uapês ; Planalto Paulista, São Paulo ;300;3;2;2;R$ 2.100.000
Rua Basílio da Cunha ; Vila Deodoro, São Paulo ;120;2;2;1;R$ 595.000
Cidade Jardim, São Paulo ; SP;380;3;5;4;R$ 4.000.000
Cidade Jardim, São Paulo ; SP;704;4;7;4;R$ 6.000.000
Pacaembu, São Paulo ; SP;330;4;4;3;R$ 3.500.000
Rua Alexandre Buairide ; Vila Mariana, São Paulo ;270;4;5;3;R$ 1.600.000
Rua Nova Aurora ; Vila Guilhermina, São Paulo ;439;5;7;5;R$ 1.500.000
Lar São Paulo, São Paulo ; SP;340;4;4;6;R$ 1.395.000
Jardim Guedala, São Paulo ; SP;659;5;2;6;R$ 2.800.000
Vila Ida, São Paulo ; SP;490;5;6;10;R$ 2.970.000
Brooklin Paulista, São Paulo ; SP;600;3;5;4;R$ 2.000.000
Vila Ré, São Paulo ; SP;60;2;3;1;R$ 298.000
Parque Jabaquara, São Paulo ; SP;300;4;6;4;R$ 1.950.000
Rua Dráusio ; Butantã, São Paulo ;277;4;5;3;R$ 1.650.000
Rua Ribeiro Lisboa ; Fazenda Morumbi, São Paulo ;404;3;4;6;R$ 3.800.000
Rua Valença ; Sumaré, São Paulo ;280;4;7;3;R$ 2.600.000
Rua Bamboré ; Ipiranga, São Paulo ;400;3;4;6;"R$ 7.000
                      /Mês"
Rua João de Laet ; Vila Aurora (Zona Norte), São Paulo ;1080;5;5;10;R$ 2.600.000
Parque Novo Mundo, São Paulo ; SP;455;6;6;12;R$ 2.800.000
Paineiras do Morumbi, São Paulo ; SP;1005;4;8;8;R$ 6.500.000
Jardim Guedala, São Paulo ; SP;500;4;4;4;R$ 3.500.000
Jardim Londrina, São Paulo ; SP;268;4;5;4;R$ 1.200.000
Rua Santa Bibiana ; Vila Sônia, São Paulo ;250;3;4;6;R$ 1.100.000
Rua José Guilherme Guimarães Pedroso, 0 ; Vila Campo Grande, São Paulo ;220;3;4;8;R$ 590.000
Rua Maria Leonete da Silva Nóbrega ; Vila Ida, São Paulo ;234;3;4;4;R$ 2.498.000
Rua Aurélia ; Vila Romana, São Paulo ;90;2;1;1;R$ 680.000
Vila Mafra, São Paulo ; SP;231;3;4;3;R$ 1.490.000
Jardim das Acácias, São Paulo ; SP;120;2;2;3;R$ 1.350.000
Rua José Maria Gonzales ; Jardim Cidália, São Paulo ;195;3;6;5;R$ 1.200.000
Rua Heitor Peixoto ; Cambuci, São Paulo ;220;3;4;1;R$ 1.000.000
Interlagos, São Paulo ; SP;287;4;4;4;R$ 1.100.000
Rua Dom Henrique ; Jardim Luzitânia, São Paulo ;394;4;6;3;"R$ 14.000
                      /Mês"
Jardim Taboão, São Paulo ; SP;266;4;5;3;R$ 945.000
Rua Primavera ; Jardim Paulista, São Paulo ;380;3;3;2;R$ 3.200.000
Rua Pereira Caldas ; Jardim da Glória, São Paulo ;218;3;1;2;R$ 850.000
Rua Sampaio Vidal, 297 ; Jardim Paulistano, São Paulo ;244;2;4;2;R$ 5.800.000
Rua Corveta Camacua, 200 ; Vila Inah, São Paulo ;360;4;5;6;R$ 1.200.000
Rua Padre Agostinho Mendicute ; Sumaré, São Paulo ;130;2;2;1;R$ 980.000
Jardim Paulista, São Paulo ; SP;298;3;5;4;R$ 3.700.000
Rua Pau;Brasil ;500;4;4;6;R$ 3.900.000
Cidade Jardim, São Paulo ; SP;802;5;8;5;R$ 7.500.000
Rua Alabastro ; Aclimação, São Paulo ;160;3;2;3;R$ 1.000.000
Vila Cardoso Franco, São Paulo ; SP;80;3;2;1;R$ 180.000
Rua Heitor de Morais ; Pacaembu, São Paulo ;500;4;4;10;R$ 2.100.000
Jardim Panorama, São Paulo ; SP;350;4;4;3;R$ 2.450.000
Rua Parnaíba Paoliello ; Jardim Oriental, São Paulo ;175;5;3;2;R$ 600.000
Rua Marcelino Champagnat ; Jardim da Glória, São Paulo ;237;4;4;3;R$ 1.650.000
Rua Sebastião Falconi, 168 ; Jardim Taboao, São Paulo ;162;3;3;2;R$ 550.000
Rua Manuel Pereira Guimarães ; Granja Julieta, São Paulo ;203;3;4;2;R$ 1.600.000
Jardim Guedala, São Paulo ; SP;706;5;9;10;R$ 5.800.000
Vila Nova Conceição, São Paulo ; SP;112;3;3;2;"R$ 7.500
                      /Mês"
Rua Guararapes ; Brooklin Paulista, São Paulo ;180;3;3;3;R$ 1.500.001
Rua Geórgia ; Brooklin Paulista, São Paulo ;160;3;4;4;R$ 1.700.000
Rua Embaixador Raul García ; Vila Mariana, São Paulo ;89;3;3;2;R$ 1.200.000
Rua Barajuba, 111 ; Alto de Pinheiros, São Paulo ;420;4;4;4;R$ 5.500.000
Jardim Campo Grande, São Paulo ; SP;175;4;3;3;R$ 1.499.000
Santo Amaro, São Paulo ; SP;168;3;4;4;R$ 1.450.000
Avenida Comendador Adibo Ares ; Morumbi, São Paulo ;900;3;6;8;R$ 7.700.000
Vila Bertioga, São Paulo ; SP;144;2;2;3;R$ 580.000
Rua Catanduva ; Pacaembu, São Paulo ;230;3;4;5;R$ 2.900.000
Rua Gassipós ; Vila Mariana, São Paulo ;165;3;3;2;R$ 2.140.000
Rua Simão Dias da Fonseca ; Cambuci, São Paulo ;180;2;3;2;R$ 930.000
Rua Doutor Octávio de Oliveira Santos ; Brooklin, São Paulo ;190;4;4;3;R$ 1.300.000
Rua Senador Felício dos Santos ; Liberdade, São Paulo ;600;3;1;4;R$ 2.000.000
Jardim Textil, São Paulo ; SP;350;4;1;3;R$ 1.600.000
Rua Porto Torres ; Interlagos, São Paulo ;600;4;7;10;R$ 3.700.000
Jardim América, São Paulo ; SP;420;3;4;6;R$ 8.900.000
Rua João Geraldo, 136 ; Vila Matilde, São Paulo ;115;3;2;2;R$ 480.012
Rua Suécia ; Jardim Europa, São Paulo ;872;4;7;7;R$ 18.000.000
